"continent","education_of_employee","has_job_experience","requires_job_training","no_of_employees","region_of_employment","prevailing_wage","unit_of_wage","full_time_position","company_age","y_train"
"Asia","Bachelor's","Y","N",51222,"Northeast",554.7338,"Hour","Y",45,"0"
"Asia","Master's","Y","N",1318,"Northeast",570.926,"Hour","Y",9,"0"
"Asia","Bachelor's","Y","N",3212,"South",79349.43,"Year","Y",18,"0"
"Asia","Doctorate","Y","N",2215,"South",4048.25,"Year","Y",10,"0"
"North America","Bachelor's","Y","N",1600,"Northeast",66644.55,"Year","Y",207,"0"
"Asia","Bachelor's","Y","Y",1685,"West",109982.58,"Year","Y",47,"0"
"Asia","Master's","Y","N",985,"Northeast",68751.52,"Year","Y",17,"0"
"South America","High School","Y","N",3179,"West",48965.5,"Year","Y",54,"0"
"Asia","Master's","Y","N",21531,"West",61970.98,"Year","Y",17,"0"
"Asia","Master's","Y","N",2567,"West",139915.97,"Year","Y",21,"0"
"Europe","Doctorate","Y","N",5147,"Midwest",65281.24,"Year","Y",47,"0"
"Europe","Bachelor's","Y","N",2147,"Northeast",172687.53,"Week","Y",8,"0"
"Asia","Bachelor's","Y","N",3880,"Midwest",119173.69,"Year","Y",30,"0"
"Asia","Master's","Y","N",3597,"South",7756.97,"Year","Y",136,"0"
"Asia","Master's","Y","N",2683,"South",81779.66,"Year","Y",14,"0"
"Europe","Doctorate","Y","N",627,"Northeast",94042.93,"Year","Y",148,"0"
"North America","Master's","Y","N",1498,"South",30103.71,"Year","Y",25,"0"
"Europe","Master's","N","N",450,"South",53252.5,"Year","Y",19,"0"
"Africa","Bachelor's","Y","N",6081,"Northeast",186386.28,"Year","Y",15,"0"
"Asia","Bachelor's","Y","N",122,"South",82379.06,"Week","Y",20,"0"
"Asia","Master's","Y","N",1856,"South",13069.82,"Year","Y",96,"0"
"Asia","Master's","Y","N",1871,"West",54505.6,"Year","Y",40,"0"
"Asia","Master's","Y","N",586,"Northeast",1926.32,"Year","Y",32,"0"
"Asia","Master's","Y","N",3774,"Midwest",123773.37,"Year","Y",35,"0"
"North America","Doctorate","Y","N",1638,"Northeast",327.9435,"Hour","Y",33,"0"
"Europe","Bachelor's","Y","N",4138,"Midwest",49518.65,"Year","N",73,"0"
"Europe","Bachelor's","Y","N",4881,"South",55681.31,"Year","Y",184,"0"
"Asia","Master's","Y","N",834,"Northeast",151599.84,"Year","N",37,"0"
"Asia","Bachelor's","Y","N",3826,"South",43516.43,"Year","N",14,"0"
"Asia","Doctorate","Y","N",4949,"West",121542.64,"Year","Y",153,"0"
"Asia","Bachelor's","Y","N",2025,"South",68124.28,"Year","Y",44,"0"
"Asia","Bachelor's","Y","N",4959,"South",73108.42,"Week","Y",77,"0"
"Asia","Bachelor's","Y","Y",2336,"West",101202.11,"Year","Y",46,"0"
"Asia","Master's","Y","N",3673,"South",111403.75,"Year","Y",24,"0"
"North America","Master's","Y","N",1709,"West",221033.57,"Year","Y",91,"0"
"North America","Master's","Y","N",1354,"South",112522.92,"Year","Y",26,"0"
"North America","Master's","Y","N",650,"West",71818.78,"Year","Y",14,"0"
"Europe","Master's","Y","Y",223,"West",112931.76,"Year","Y",20,"0"
"North America","Master's","Y","N",3554,"Midwest",103581.83,"Year","Y",48,"0"
"Asia","Master's","Y","N",2828,"West",79880.99,"Year","Y",17,"0"
"Asia","Master's","Y","N",4312,"West",85556.83,"Year","N",23,"0"
"North America","High School","Y","N",771,"Midwest",74074.44,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",906,"Northeast",31960.82,"Year","Y",113,"0"
"South America","High School","Y","N",242,"West",101505.9,"Year","Y",26,"0"
"Asia","Master's","Y","N",1157,"Midwest",75170.23,"Year","Y",23,"0"
"North America","Master's","Y","N",2869,"Northeast",109134.86,"Year","Y",20,"0"
"Asia","Bachelor's","Y","N",5563,"Northeast",86506.05,"Year","Y",186,"0"
"Asia","Master's","Y","N",1877,"Midwest",258292.84,"Year","Y",177,"0"
"Europe","Master's","Y","Y",2190,"Island",60605.79,"Year","Y",30,"0"
"Asia","Master's","Y","N",5357,"Northeast",104594.76,"Year","Y",42,"0"
"Asia","Master's","Y","N",640,"South",48834.72,"Year","N",20,"0"
"Europe","Bachelor's","N","Y",1074,"West",69206.43,"Year","Y",10,"0"
"Asia","Master's","Y","N",2111,"Midwest",121629.6,"Month","N",16,"0"
"Asia","Bachelor's","Y","N",194,"Midwest",101056.54,"Year","Y",44,"0"
"Asia","Master's","Y","N",5841,"Northeast",103586.62,"Year","Y",13,"0"
"Asia","Bachelor's","Y","N",2365,"West",3057.67,"Year","Y",47,"0"
"Asia","Master's","Y","N",57,"Midwest",84064.35,"Year","Y",26,"0"
"Asia","Bachelor's","Y","N",3266,"West",27316.82,"Year","Y",13,"0"
"Asia","Bachelor's","Y","N",2959,"West",58561.86,"Year","Y",20,"0"
"Asia","Master's","Y","N",3351,"South",58379.77,"Year","Y",29,"0"
"Europe","Bachelor's","N","N",1615,"West",96332.09,"Year","Y",36,"0"
"Asia","Bachelor's","Y","N",3184,"South",144055.13,"Year","Y",34,"0"
"Asia","Master's","Y","N",3509,"Northeast",141441.04,"Year","Y",22,"0"
"Asia","Bachelor's","Y","N",3639,"West",84724.28,"Year","Y",30,"0"
"Asia","Master's","Y","N",2434,"Midwest",127953.07,"Year","Y",15,"0"
"Asia","Master's","Y","N",188,"Midwest",82373.85,"Year","Y",25,"0"
"Europe","Bachelor's","N","Y",1662,"South",102150.8,"Year","Y",29,"0"
"Africa","Doctorate","Y","N",4983,"Northeast",53012.73,"Year","Y",30,"0"
"Europe","Master's","Y","N",902,"Midwest",91463.49,"Year","Y",36,"0"
"Africa","Doctorate","Y","N",166,"Midwest",99197.99,"Year","Y",31,"0"
"Asia","Bachelor's","Y","N",1562,"South",54112.42,"Year","Y",125,"0"
"Europe","Doctorate","Y","N",2569,"Northeast",39460.63,"Year","Y",23,"0"
"Asia","Bachelor's","Y","N",1200,"West",68347.05,"Year","Y",54,"0"
"Asia","Master's","Y","N",2482,"Northeast",51019.68,"Year","Y",22,"0"
"North America","Master's","Y","N",920,"West",70108.04,"Year","Y",30,"0"
"Asia","Bachelor's","Y","N",1686,"South",107881.79,"Year","Y",15,"0"
"Asia","Master's","Y","N",4430,"West",151531.6,"Year","N",28,"0"
"Asia","Master's","Y","Y",2442,"South",98456.03,"Year","Y",41,"0"
"North America","Master's","Y","N",2992,"West",27220.46,"Year","Y",101,"0"
"Asia","Bachelor's","Y","N",2977,"West",245418.67,"Year","Y",35,"0"
"Europe","Master's","Y","N",4806,"Northeast",69758.55,"Year","Y",142,"0"
"Asia","Master's","Y","N",3021,"West",70404.29,"Year","Y",48,"0"
"Asia","Bachelor's","Y","N",4069,"South",61313.77,"Year","Y",40,"0"
"Europe","Master's","Y","N",3392,"South",182630.28,"Year","Y",122,"0"
"Asia","Bachelor's","Y","N",453,"South",160472.27,"Year","Y",16,"0"
"North America","Master's","Y","N",3963,"South",108118.76,"Year","Y",40,"0"
"Asia","Master's","Y","N",2861,"South",97906.72,"Year","N",56,"0"
"Asia","Bachelor's","Y","N",5045,"West",61905.11,"Year","Y",47,"0"
"Asia","Master's","Y","N",26716,"West",84301.78,"Year","Y",17,"0"
"North America","Bachelor's","Y","N",3127,"Northeast",116737.45,"Year","Y",27,"0"
"South America","Master's","Y","N",75361,"South",98073.86,"Year","Y",68,"0"
"Asia","Master's","Y","N",3642,"Northeast",49357.25,"Year","Y",28,"0"
"Asia","Master's","Y","N",2207,"West",7299.82,"Year","Y",172,"0"
"Europe","Bachelor's","N","Y",1854,"Northeast",16075.69,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",2235,"Northeast",112784.46,"Year","Y",27,"0"
"Asia","Master's","Y","N",1491,"South",515.4184,"Hour","Y",16,"0"
"Europe","Doctorate","Y","N",19600,"Northeast",14714.66,"Year","Y",45,"0"
"Asia","Master's","Y","N",1002,"Midwest",130009.87,"Year","Y",140,"0"
"Asia","Bachelor's","Y","N",1371,"Northeast",119022.94,"Year","Y",19,"0"
"Asia","Master's","Y","Y",1318,"South",87227.16,"Year","Y",116,"0"
"Asia","Master's","Y","N",2492,"Midwest",250289.08,"Year","N",17,"0"
"Asia","Master's","Y","N",541,"Midwest",72104.96,"Year","Y",25,"0"
"North America","High School","Y","N",24,"Northeast",58767.2,"Year","N",17,"0"
"Asia","Bachelor's","Y","N",1134,"South",47693.77,"Year","Y",25,"0"
"Europe","Master's","Y","N",2521,"Northeast",26457.54,"Year","Y",14,"0"
"Asia","Doctorate","Y","N",2791,"West",76578.61,"Year","Y",61,"0"
"Asia","Master's","Y","N",3558,"Midwest",130652.8,"Year","Y",15,"0"
"Asia","Bachelor's","Y","N",835,"Northeast",134462.14,"Year","Y",37,"0"
"Asia","Master's","Y","N",201,"South",111902.94,"Year","Y",19,"0"
"North America","Bachelor's","Y","N",134,"West",135733.1,"Week","Y",117,"0"
"Asia","Bachelor's","Y","N",4538,"West",28217.11,"Year","Y",56,"0"
"Europe","Bachelor's","Y","N",2847,"West",36358.96,"Year","Y",14,"0"
"Europe","Doctorate","Y","N",211,"West",74285.35,"Year","Y",78,"0"
"Asia","Bachelor's","Y","N",4079,"Midwest",115514.03,"Year","N",16,"0"
"Europe","Doctorate","Y","Y",1806,"South",33094.26,"Year","Y",76,"0"
"Asia","Master's","Y","N",6575,"South",121310.35,"Year","N",19,"0"
"Asia","Master's","Y","N",360,"West",121159.56,"Year","Y",42,"0"
"Europe","Bachelor's","N","N",4999,"West",19234.84,"Year","Y",14,"0"
"South America","Master's","Y","N",4692,"South",47905.3,"Year","Y",11,"0"
"Asia","Bachelor's","Y","N",1139,"Northeast",8667.23,"Year","Y",138,"0"
"Europe","Master's","N","N",5573,"South",33007.19,"Year","N",38,"0"
"Asia","Bachelor's","Y","N",446,"Northeast",106467.33,"Year","Y",70,"0"
"Asia","Master's","Y","N",5788,"South",65248.64,"Year","Y",14,"0"
"North America","High School","Y","N",79838,"Northeast",133646.94,"Year","N",19,"0"
"Europe","Doctorate","N","N",81,"West",16097.53,"Year","Y",57,"0"
"Asia","Bachelor's","Y","N",1422,"South",106248.3,"Year","Y",23,"0"
"Africa","Bachelor's","Y","N",3463,"Northeast",30799.2,"Year","Y",16,"0"
"Asia","Master's","Y","N",3086,"Midwest",74534.63,"Year","Y",16,"0"
"Asia","Master's","Y","N",3828,"Midwest",62463.62,"Year","Y",31,"0"
"Asia","Bachelor's","Y","N",5388,"South",61535.48,"Year","Y",13,"0"
"Europe","Bachelor's","Y","N",4615,"West",19654.37,"Year","Y",43,"0"
"Europe","Master's","Y","N",18553,"Northeast",2630.75,"Year","Y",39,"0"
"Asia","Bachelor's","Y","N",3974,"South",4007.1,"Year","Y",25,"0"
"Asia","Bachelor's","Y","N",122,"Northeast",131969.66,"Year","N",101,"0"
"Asia","Master's","Y","N",3521,"South",114031.24,"Year","Y",16,"0"
"Asia","Master's","Y","N",23,"Northeast",141.3424,"Hour","Y",37,"0"
"Asia","Bachelor's","Y","N",838,"South",108660.31,"Year","Y",75,"0"
"Asia","Bachelor's","Y","N",44,"South",12830.98,"Year","Y",169,"0"
"Asia","Bachelor's","Y","N",4518,"Northeast",21727.94,"Year","Y",54,"0"
"Asia","Master's","Y","N",1723,"South",124910.26,"Year","N",27,"0"
"Asia","Master's","Y","N",2906,"West",103966.44,"Year","N",108,"0"
"Europe","Doctorate","Y","N",3647,"Northeast",86937.71,"Year","Y",27,"0"
"Europe","Master's","Y","N",1137,"West",11794.08,"Year","Y",35,"0"
"Asia","Master's","Y","Y",1224,"West",112776.62,"Year","Y",186,"0"
"North America","Master's","Y","N",22548,"South",103646.28,"Year","N",15,"0"
"Asia","Bachelor's","Y","N",3547,"West",80123.09,"Year","Y",13,"0"
"Asia","Bachelor's","Y","N",5505,"West",64820.28,"Year","Y",13,"0"
"Asia","Master's","Y","Y",183,"South",40820.77,"Year","Y",77,"0"
"North America","Doctorate","Y","N",3916,"Northeast",9836.22,"Year","Y",37,"0"
"Asia","Bachelor's","Y","N",2540,"Northeast",105.1507,"Hour","Y",16,"0"
"North America","Master's","Y","N",428773,"Northeast",39191.89,"Year","Y",20,"0"
"Europe","Master's","N","Y",54229,"South",27977.98,"Year","Y",148,"0"
"Asia","Master's","Y","N",4668,"West",84889.85,"Year","Y",23,"0"
"Asia","Master's","Y","N",1433,"Midwest",126055.3,"Year","Y",40,"0"
"Asia","Master's","Y","N",4048,"Midwest",137458.66,"Year","Y",17,"0"
"North America","Doctorate","Y","Y",552,"South",54184.98,"Year","Y",27,"0"
"Asia","Master's","Y","N",2374,"West",129632.27,"Year","N",26,"0"
"Asia","Master's","Y","N",5696,"South",32864.64,"Year","Y",39,"0"
"Asia","Doctorate","Y","N",1429,"Midwest",139111.82,"Year","Y",16,"0"
"Asia","Bachelor's","Y","N",1389,"Midwest",76529.42,"Year","Y",11,"0"
"Asia","Master's","Y","N",2839,"South",57902.85,"Year","Y",84,"0"
"North America","Master's","Y","N",1584,"Northeast",46927.41,"Year","N",47,"0"
"Asia","Bachelor's","Y","N",3031,"Northeast",73301.43,"Year","Y",35,"0"
"Asia","Bachelor's","Y","N",7902,"West",84701.27,"Year","Y",115,"0"
"Asia","Bachelor's","Y","N",1479,"South",91075.89,"Year","Y",140,"0"
"Africa","Doctorate","Y","Y",3061,"South",36779.89,"Year","Y",26,"0"
"Asia","Master's","Y","Y",1351,"West",140492.79,"Year","Y",149,"0"
"Asia","Bachelor's","Y","N",1878,"West",2570.36,"Year","N",20,"0"
"Asia","Master's","Y","N",2999,"Midwest",48320.09,"Year","Y",23,"0"
"Asia","Bachelor's","Y","N",4007,"Northeast",150919.58,"Year","N",24,"0"
"Europe","Master's","N","N",1652,"Northeast",105382.74,"Year","Y",77,"0"
"Europe","Bachelor's","Y","N",2117,"South",58670.99,"Year","Y",26,"0"
"North America","Master's","Y","N",922,"Northeast",69244.14,"Week","Y",29,"0"
"Asia","Master's","Y","Y",855,"South",150176.25,"Year","Y",29,"0"
"Asia","Bachelor's","Y","N",118,"South",162239.39,"Year","Y",160,"0"
"Asia","Bachelor's","Y","N",61,"Midwest",83171.53,"Year","Y",32,"0"
"Asia","Bachelor's","Y","N",20155,"South",99436.9,"Year","Y",96,"0"
"Asia","Master's","Y","N",1956,"South",56966.9,"Year","N",22,"0"
"Asia","Master's","Y","N",1619,"South",4065.74,"Year","Y",16,"0"
"North America","High School","Y","N",6046,"Midwest",95474.67,"Year","N",17,"0"
"Asia","Master's","Y","N",5049,"Northeast",28573.82,"Year","Y",27,"0"
"Asia","Bachelor's","Y","N",3329,"Northeast",70284.59,"Year","Y",56,"0"
"North America","Bachelor's","Y","N",55,"Island",115772.43,"Year","Y",35,"0"
"Asia","Master's","Y","N",1091,"Midwest",90166.19,"Year","Y",27,"0"
"Africa","Master's","Y","N",4150,"Northeast",121684.08,"Year","N",15,"0"
"Europe","Bachelor's","N","N",615,"South",6068.99,"Year","Y",56,"0"
"Asia","Doctorate","Y","N",153,"West",22781.06,"Year","Y",21,"0"
"Asia","Master's","Y","N",398,"South",8194.65,"Year","Y",78,"0"
"North America","Master's","Y","N",1985,"Midwest",29766.59,"Year","Y",22,"0"
"Europe","Doctorate","Y","N",13333,"West",96377.18,"Year","Y",11,"0"
"Europe","Bachelor's","Y","Y",3866,"West",45449.09,"Year","Y",14,"0"
"Asia","Master's","Y","N",4050,"Midwest",19189.62,"Year","Y",156,"0"
"Asia","Bachelor's","Y","N",2314,"South",27967.42,"Year","Y",23,"0"
"Europe","Bachelor's","N","N",890,"West",35843.37,"Year","Y",31,"0"
"Europe","Doctorate","Y","N",366,"Northeast",39712.14,"Year","Y",115,"0"
"Africa","Master's","Y","N",3617,"South",37940.78,"Year","Y",27,"0"
"Europe","Doctorate","N","N",1672,"Northeast",82562.68,"Year","Y",42,"0"
"Asia","Bachelor's","Y","N",2776,"Midwest",58775.85,"Year","Y",68,"0"
"Europe","Doctorate","N","N",412207,"South",9789.32,"Year","Y",40,"0"
"North America","Master's","Y","N",1789,"Midwest",109671.18,"Year","Y",12,"0"
"North America","High School","Y","N",5245,"South",87216.81,"Year","Y",15,"0"
"Asia","Master's","Y","Y",1351,"Northeast",252825.11,"Year","Y",27,"0"
"Asia","Bachelor's","Y","N",1538,"South",65727.22,"Year","Y",16,"0"
"North America","Bachelor's","Y","Y",1666,"West",88757.17,"Year","Y",19,"0"
"Asia","Bachelor's","Y","N",2748,"West",56545.15,"Year","Y",113,"0"
"Asia","Bachelor's","Y","N",199,"Northeast",65810.06,"Year","Y",23,"0"
"Asia","Master's","Y","N",2142,"West",64402.73,"Year","Y",40,"0"
"Asia","Master's","Y","N",2731,"South",77121.51,"Year","Y",186,"0"
"Asia","Master's","Y","N",11743,"Northeast",34151.33,"Year","Y",34,"0"
"Asia","Bachelor's","Y","N",3934,"South",105976.06,"Year","Y",32,"0"
"Asia","Master's","Y","N",635,"South",29945.33,"Year","Y",112,"0"
"Europe","Doctorate","N","N",3162,"Northeast",30476.29,"Year","Y",58,"0"
"Oceania","Master's","Y","N",2252,"West",21306.83,"Year","Y",37,"0"
"North America","Master's","Y","N",4568,"South",28599.49,"Year","Y",10,"0"
"Asia","Bachelor's","Y","N",1248,"South",123346.27,"Year","Y",23,"0"
"North America","Bachelor's","Y","N",2164,"Northeast",92268.35,"Year","Y",20,"0"
"Europe","Doctorate","N","N",87957,"West",7953.8,"Year","Y",35,"0"
"Asia","Master's","Y","N",105683,"South",118911.27,"Year","Y",26,"0"
"South America","High School","Y","N",94,"West",17339.2,"Year","Y",12,"0"
"Asia","Master's","Y","N",4272,"Northeast",25530.69,"Year","Y",39,"0"
"North America","Master's","Y","N",1305,"West",148651.02,"Year","N",19,"0"
"Asia","Master's","Y","N",1368,"Midwest",101194.05,"Year","Y",14,"0"
"Asia","Bachelor's","Y","N",707,"Midwest",81748.82,"Year","N",23,"0"
"Asia","Doctorate","Y","N",772,"Midwest",83106.47,"Year","Y",18,"0"
"Asia","Bachelor's","Y","Y",1861,"Northeast",122770,"Year","Y",83,"0"
"Africa","Master's","Y","N",774,"Northeast",125569.1,"Year","Y",29,"0"
"Europe","Bachelor's","Y","N",2277,"Northeast",112605.55,"Year","Y",48,"0"
"Europe","Bachelor's","N","N",1271,"West",27761.34,"Year","Y",34,"0"
"North America","Master's","Y","N",1052,"Northeast",54020.8,"Year","N",12,"0"
"Europe","Doctorate","Y","N",2514,"West",59694.54,"Year","Y",177,"0"
"Asia","Master's","Y","N",4478,"Northeast",26194.9,"Year","N",17,"0"
"North America","Master's","Y","N",2945,"South",47977.95,"Year","N",18,"0"
"Asia","Master's","Y","N",914,"Northeast",126783.3,"Year","Y",177,"0"
"Europe","Doctorate","Y","N",3173,"South",2826.18,"Year","Y",37,"0"
"Asia","Master's","Y","N",2804,"South",84304.97,"Year","Y",26,"0"
"Asia","Bachelor's","Y","N",3691,"Northeast",155524.27,"Year","Y",170,"0"
"Europe","Bachelor's","Y","N",918,"Midwest",108223.07,"Year","Y",23,"0"
"North America","Master's","Y","N",3050,"Northeast",78255.35,"Year","Y",18,"0"
"Europe","Bachelor's","Y","N",4196,"West",54902.11,"Year","Y",96,"0"
"Asia","Master's","Y","N",1300,"Midwest",165240.73,"Year","N",64,"0"
"Asia","Bachelor's","Y","N",1477,"West",72890.47,"Year","Y",113,"0"
"Asia","Bachelor's","Y","N",1988,"Midwest",2460.33,"Year","Y",19,"0"
"Asia","Doctorate","Y","N",1043,"Northeast",17729.48,"Year","Y",46,"0"
"Europe","Master's","Y","N",126,"South",39685.37,"Year","Y",21,"0"
"Europe","Bachelor's","N","N",4752,"West",15084.77,"Year","Y",38,"0"
"Asia","Bachelor's","Y","N",1954,"West",34775.36,"Year","Y",24,"0"
"Asia","Bachelor's","Y","N",4944,"South",62577.41,"Year","Y",45,"0"
"Asia","Master's","Y","N",3781,"Northeast",81775.16,"Year","Y",30,"0"
"South America","Bachelor's","Y","Y",4460,"West",133266.06,"Year","Y",45,"0"
"Asia","Bachelor's","Y","N",1031,"Midwest",112576.25,"Year","Y",15,"0"
"Europe","Master's","N","Y",75125,"West",193884.59,"Year","Y",70,"0"
"North America","Bachelor's","Y","N",2410,"West",135607.71,"Year","Y",61,"0"
"Asia","Master's","Y","N",1752,"South",143203.83,"Year","Y",24,"0"
"Asia","Bachelor's","Y","N",4266,"West",52595.55,"Year","Y",23,"0"
"Asia","Doctorate","Y","N",1956,"South",52342.28,"Year","Y",18,"0"
"Africa","Bachelor's","Y","N",4211,"Northeast",49337.69,"Year","Y",32,"0"
"Europe","Master's","N","N",1150,"West",28993.82,"Year","Y",56,"0"
"Europe","Doctorate","Y","N",781,"West",98272.42,"Year","Y",104,"0"
"Asia","Master's","Y","N",3167,"Northeast",142386.18,"Year","Y",61,"0"
"Asia","Master's","Y","N",1192,"South",75267.4,"Year","Y",14,"0"
"North America","Bachelor's","Y","N",1186,"Northeast",72586.51,"Year","N",152,"0"
"Europe","Bachelor's","Y","N",2522,"Northeast",21333.56,"Year","Y",11,"0"
"North America","Bachelor's","Y","N",3551,"Northeast",123480.64,"Year","Y",12,"0"
"Asia","Bachelor's","Y","N",1114,"South",44663.65,"Year","Y",19,"0"
"Asia","Master's","Y","N",1776,"Midwest",73932.61,"Year","Y",39,"0"
"Asia","Master's","Y","N",2172,"West",83449.6,"Year","Y",156,"0"
"North America","Bachelor's","Y","N",1951,"Northeast",10857.57,"Year","Y",21,"0"
"Asia","Master's","Y","N",2257,"Midwest",147490.19,"Year","Y",16,"0"
"Asia","Master's","Y","N",2408,"Northeast",142730.89,"Year","N",13,"0"
"Asia","Master's","Y","N",1513,"West",25425.47,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",513,"Northeast",116933.57,"Year","Y",24,"0"
"Europe","Bachelor's","N","N",767,"South",2641.28,"Year","Y",17,"0"
"North America","Master's","Y","N",4050,"Northeast",77701.72,"Year","Y",10,"0"
"Europe","Master's","Y","N",1509,"West",47910.12,"Year","Y",33,"0"
"Europe","Master's","N","Y",308,"South",113839.18,"Year","Y",24,"0"
"North America","High School","Y","N",869,"West",115.55,"Hour","Y",31,"0"
"South America","High School","Y","N",968,"Island",68771.55,"Year","Y",36,"0"
"Europe","Doctorate","N","Y",2311,"Northeast",8213.82,"Year","Y",17,"0"
"Asia","Bachelor's","Y","N",4653,"Northeast",101495.6,"Year","Y",18,"0"
"Asia","Master's","Y","N",76,"South",158893.23,"Year","Y",85,"0"
"Asia","Bachelor's","Y","N",469,"Northeast",406.05,"Year","Y",27,"0"
"Asia","Bachelor's","Y","N",6245,"West",93970.69,"Week","Y",15,"0"
"Asia","Master's","Y","N",358,"Northeast",18321.84,"Year","Y",99,"0"
"North America","Master's","Y","Y",566,"Island",11461.58,"Year","Y",89,"0"
"Asia","Bachelor's","Y","N",2700,"Midwest",77049.94,"Year","Y",24,"0"
"Europe","Bachelor's","Y","N",3967,"West",7702.68,"Year","Y",47,"0"
"Europe","Doctorate","N","Y",2145,"West",20690.04,"Year","Y",32,"0"
"Asia","Master's","Y","N",2614,"Midwest",92438.27,"Year","Y",42,"0"
"Asia","Master's","Y","N",683,"Northeast",117120.98,"Year","Y",129,"0"
"Asia","Bachelor's","Y","N",3370,"Midwest",110733.93,"Year","Y",13,"0"
"Europe","Doctorate","Y","N",2752,"West",30947.93,"Year","Y",19,"0"
"Asia","Bachelor's","Y","N",722,"Northeast",96682.35,"Year","Y",39,"0"
"Europe","Master's","N","N",2372,"Northeast",39279.47,"Year","Y",27,"0"
"Europe","Doctorate","N","N",3274,"West",24269.88,"Year","Y",43,"0"
"South America","Master's","Y","N",1416,"West",24781.32,"Year","Y",11,"0"
"Asia","Master's","Y","N",1702,"South",79382.05,"Year","Y",143,"0"
"Europe","Master's","Y","N",576,"Northeast",60431.35,"Year","Y",39,"0"
